segment,sub_segment_group,organization,sub_segment,location,website,likely_needs,buying_trigger,source_url,verified
"Retail, e-commerce & SMEs","Franchise and QSR chains, restaurant groups, bubble tea and juice bars",Java Lounge,Café chain,Colombo,javalounge.lk,"Cups, sleeves, menus, retail bean bags",Nine outlets; ongoing demand,https://javalounge.lk/,yes
"Retail, e-commerce & SMEs","Franchise and QSR chains, restaurant groups, bubble tea and juice bars",The Coffee Bean & Tea Leaf Sri Lanka,Café franchise,Colombo,n/a (see source),"Cups, sleeves, menus",Multi-outlet franchise; ongoing demand,https://www.sundaytimes.lk/100912/Fh/fh02.html,yes
"Retail, e-commerce & SMEs","Franchise and QSR chains, restaurant groups, bubble tea and juice bars",Bubble Mania,Bubble tea chain,"Narahenpita, Kottawa, Malabe, Kiribathgoda",bubblemania.lk,"Cups, sealing film, sleeves, straws packs, signage",Four outlets since 2023 launch; 100K+ customers,https://bubblemania.lk/,yes
"Retail, e-commerce & SMEs","Franchise and QSR chains, restaurant groups, bubble tea and juice bars",Bing Chun Sri Lanka,Bubble tea & ice cream franchise,Colombo (island-wide),bingchunsrilanka.lk,"Cups, cup seals, cone sleeves, franchise signage","66+ stores, actively selling franchises",https://bingchunsrilanka.lk/,yes
"Retail, e-commerce & SMEs","Franchise and QSR chains, restaurant groups, bubble tea and juice bars",Bubble Me Bubble Tea,Bubble tea outlet,Colombo (Colombo City Centre),n/a (see source),"Cups, seals, menus",Mall outlet; ongoing demand,https://www.colombocitycentre.lk/store/bubble-me-bubble-tea/,yes
"Retail, e-commerce & SMEs","Franchise and QSR chains, restaurant groups, bubble tea and juice bars",Fuel,Plant-based smoothie bar,Colombo,fuel.lk,"Cups, labels, delivery bags",Delivery via Uber Eats and PickMe,https://fuel.lk/,yes
"Retail, e-commerce & SMEs","Franchise and QSR chains, restaurant groups, bubble tea and juice bars",The Daily Juice Bar,Juice bar,Colombo 13,n/a (see source),"Cups, lids, labels",Uber Eats listing; ongoing demand,https://www.ubereats.com/lk/store/the-daily-juice-bar-colombo-13/-XAGtry-TFO6FjrCsmNzsg,yes
"Retail, e-commerce & SMEs","Franchise and QSR chains, restaurant groups, bubble tea and juice bars",Doctor Juice,Juice bar,Kotte,n/a (see source),"Cups, labels, menus",Listed on Tripadvisor juice bars,https://www.tripadvisor.com/Restaurants-g293962-zfd9911-Colombo_Western_Province-Juice_and_Smoothies.html,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Shirohana,Florist & gifts,Colombo,shirohanaflowers.com,"Bouquet sleeves, gift boxes, message cards","Same-day delivery; Valentine's, Mother's Day peaks",https://shirohanaflowers.com/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Urban Stems,"Florist (luxury, corporate)",Ratmalana / Colombo,urbanstems.lk,"Flower boxes, hamper boxes, cards",Corporate and event flowers; seasonal peaks,https://www.urbanstems.lk/fresh-flowers-standard/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Sterling Flowers,Luxury florist,Colombo,sterlingflowers.lk,"Rigid flower boxes, cards, bags",Same-day delivery; seasonal gifting,https://sterlingflowers.lk/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Flowers4Colombo,Florist & gifts,Colombo,flowers4colombo.com,"Sleeves, gift baskets, cards",Same-day deliveries; ongoing demand,https://www.flowers4colombo.com/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Oopsy Daisy Flowers,Florist,Colombo,oopsydaisy.lk,"Wrapping, boxes, tags",Colombo 1-14 delivery; ongoing demand,https://oopsydaisy.lk/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",YaluYalu,Flowers & gifts online,Colombo,yaluyalu.lk,"Boxes, cards, bags",Online flower collection; ongoing demand,https://yaluyalu.lk/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Veronica Flowers,Florist,Sri Lanka,veronicaflowers.com,"Sleeves, boxes, cards",Same-day delivery; ongoing demand,https://www.veronicaflowers.com/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Lassana Flora (Lassana.com),Florist & gifting e-commerce,Colombo,lassana.com,"Gift boxes, cake boxes, cards, bags",Multi-category gifting; seasonal peaks,https://www.lassana.com/gifts/d/24,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",House of Gifts,Gift & homeware store,Sri Lanka,houseofgifts.lk,"Gift boxes, wrap, tags, mailers","12,000+ gifts, islandwide delivery",https://houseofgifts.lk/shop/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Ceylon Hampers,Custom gift hampers,Sri Lanka,instagram.com/ceylon_hampers_gifting,"Hamper boxes, tissue, ribbons, cards",Corporate and seasonal hampers since 2020,https://www.instagram.com/ceylon_hampers_gifting/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Alohomora.lk,Artisan gift boxes,Sri Lanka,instagram.com/alohomora.lk,"Rigid boxes, inserts, cards",Corporate event boxes; islandwide delivery,https://www.instagram.com/alohomora.lk/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Giftbox Lanka,Premium gift boxes,Sri Lanka,giftboxlanka.lk,"Rigid boxes, gift cards, sleeves",Online gift box retailer; seasonal peaks,http://www.giftboxlanka.lk/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",PlushBox,Gift service,Colombo,facebook.com/PlushBoxLK,"Boxes, tissue, cards",Facebook gifting shop; ongoing demand,https://www.facebook.com/PlushBoxLK/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Treats N Stuff,Gift boxes & treats,Colombo,treatsnstuff.com,"Gift boxes, labels, bags",Doorstep delivery Colombo; ongoing demand,https://treatsnstuff.com/c/gift-items/gift-boxes/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Colombo Card Factory,Luxury wedding invitations,Colombo,colombocardfactory.com,"Invitation cards, envelopes, boxed invites, tags","12K followers, worldwide shipping; wedding seasons",https://colombocardfactory.com/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Invitation Store (invitationstore.lk),Wedding invitations & cake boxes,Sri Lanka,invitationstore.lk,"Invitations, cake boxes, favour tags",Islandwide delivery; wedding seasons,https://www.invitationstore.lk/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Invitations.lk,Wedding invitations,Sri Lanka,instagram.com/wedding_invitations_sri_lanka,"Invitation cards, envelopes",Instagram-based; ongoing demand,https://www.instagram.com/wedding_invitations_sri_lanka/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",UKAAYE Card,Wedding cards,Sri Lanka,instagram.com/ukaayecard,"Invitation cards, envelopes",Small Instagram business; ongoing demand,https://www.instagram.com/ukaayecard/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Elegance By Design,Wedding stationery,Colombo 7 (Ward Place),elegancebydesign.lk,"Invitations, menus, place cards",Ward Place studio; wedding seasons,https://elegancebydesign.lk/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",Gifted Weddings,Wedding favours & souvenirs,Sri Lanka,instagram.com/gifted_weddings,"Favour boxes, tags, sleeves",10K followers; destination weddings,https://www.instagram.com/gifted_weddings/,yes
"Retail, e-commerce & SMEs","Florists, gift shops, wedding cake/invitation businesses, event-favour brands",The Wedding Favours Colombo,Wedding favours,Colombo,instagram.com/the_wedding_favours_colombo,"Favour boxes, tags, cards",Instagram start-up; wedding seasons,https://www.instagram.com/the_wedding_favours_colombo/,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Hatch,Coworking & incubator,Colombo / Jaffna,hatch.lk,"Member business cards, event banners, welcome kits, signage",Incubator cohorts and events; member start-ups need print,https://hatch.lk/,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",WORX,Coworking (plus WORX Kitchen),Colombo 5,worx.lk,"Signage, roll-ups, member merch, kitchen-tenant packaging",Multiple sites; kitchen tenants are food-delivery brands,https://www.lankabusinessnews.com/rent-the-perfect-delivery-kitchen-with-worx/,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Regus Colombo,Serviced offices & coworking,Colombo,regus.com/en/lk,"Signage, brochures, member stationery",Several Colombo centres; ongoing demand,https://www.regus.com/en/lk/colombo/coworking,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Likuid Spaces,Coworking,Colombo (Charles Place),n/a (see source),"Signage, member business cards, event print",24/7 space with office rentals,https://www.coworker.com/sri-lanka/colombo/likuid-spaces,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Colombo Cooperative,Coworking,Colombo 3,n/a (see source),"Signage, brochures, member stationery",Galle Rd space with member community,https://www.sundaytimes.lk/190217/magazine/coworking-spaces-in-and-around-colombo-335825.html,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Coco Space,Coworking,Colombo,n/a (see source),"Signage, brochures",Listed among Colombo coworking spaces,https://www.yamu.lk/trending/coworking-spaces-in-colombo/,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",PickMe,Ride-hailing & food delivery start-up,Colombo,pickme.lk,"Driver ID cards, merchant kits, food-delivery bags, stickers",Market-leading start-up; PickMe Food merchant onboarding,https://www.startupblink.com/top-startups/sri-lanka,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",oDoc,Telehealth start-up,Colombo,odoc.life,"Brochures, pharmacy partner POS, business cards",Listed top SL start-up; partner rollouts,https://tracxn.com/d/geographies/sri-lanka/__ourc51Of6fG7rz7-6lIcnYzFxUJWfCndqoO-6bgTTds,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Mintpay,BNPL fintech start-up,Colombo,mintpay.lk,"Merchant POS stickers, counter displays, flyers",Merchant network growth,https://tracxn.com/d/geographies/sri-lanka/__ourc51Of6fG7rz7-6lIcnYzFxUJWfCndqoO-6bgTTds,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",ShopBook,Retail-tech start-up,Colombo,n/a (see source),"Merchant onboarding print, stickers, flyers",Listed top SL start-up,https://tracxn.com/d/geographies/sri-lanka/__ourc51Of6fG7rz7-6lIcnYzFxUJWfCndqoO-6bgTTds,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Fintech Association of Sri Lanka,Industry association,Colombo,n/a (see source),"Event banners, badges, brochures",APIX collaboration announced Mar 2026; events,https://en.wikipedia.org/wiki/Fintech_Association_of_Sri_Lanka,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",SLASSCOM,IT/BPM industry association,Colombo,slasscom.lk,"Conference print, banners, member directories",200+ member companies; annual summits,https://slasscom.lk/,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",WSO2,Software company,Colombo,wso2.com,"Business cards, event booths, branded merchandise",Top-rated SL software firm; global events,https://www.arcai.agency/software-companies-sri-lanka,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",99x,Software services,Colombo,99x.io,"Stationery, roll-ups, merchandise",Top-rated SL software company,https://www.arcai.agency/software-companies-sri-lanka,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Calcey Technologies,Software services SME,Colombo,calcey.com,"Business cards, brochures, merch",Recommended for start-up clients; ongoing demand,https://www.arcai.agency/software-companies-sri-lanka,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Rootcode,Software & AI SME,Colombo,rootcode.io,"Stationery, event banners, merch",Growing tech SME,https://www.arcai.agency/software-companies-sri-lanka,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Surge Global,Digital marketing & tech,Colombo,surge.global,"Brochures, client pitch print, merch",Top-rated agency; client campaigns,https://www.arcai.agency/software-companies-sri-lanka,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Addix,Software SME,Colombo,n/a (see source),"Stationery, brochures",Listed for start-up clients,https://www.arcai.agency/software-companies-sri-lanka,yes
"Retail, e-commerce & SMEs","Startups, tech companies, coworking spaces and SME service firms",Fcode Labs,Software SME,Colombo,fcodelabs.com,"Stationery, merch, banners",Listed for start-up clients,https://www.arcai.agency/software-companies-sri-lanka,yes
"Retail, e-commerce & SMEs","Vehicle dealers, showrooms and automotive service chains","John Keells CG Auto (BYD, DENZA)",EV dealer,"Colombo, Galle, Kandy, Kurunegala",johnkeellscgauto.com,"Brochures, warranty booklets, showroom signage, price tags",New showrooms planned Ampara and Rathnapura; DENZA launch,https://www.keells.com/posts/building-dreams-driving-change-byd-gains-ground-in-sri-lankas-automotive-market/,yes
"Retail, e-commerce & SMEs","Vehicle dealers, showrooms and automotive service chains",Kia Motors Lanka,Car dealer,Colombo (Altair),kia.lk,"Launch collateral, brochures, signage, spec sheets",Landmark Altair showroom opened 7 Apr 2026,https://bizenglish.adaderana.lk/kia-drives-into-colombos-skyline-with-landmark-showroom-at-altair/,yes
"Retail, e-commerce & SMEs","Vehicle dealers, showrooms and automotive service chains",Associated Motorways (AMW) - Nissan,Car dealer,Negombo / Colombo,nissanlk.com,"Showroom signage, brochures, warranty booklets","New Nissan showroom at Chilaw Road, Negombo",https://www.nissanlk.com/press-release/,yes
"Retail, e-commerce & SMEs","Vehicle dealers, showrooms and automotive service chains",Continental Cars & Commercials (Volkswagen),Car dealer (new brand),Sri Jayewardenepura Kotte,n/a (see source),"Launch brochures, 3S signage, service booklets",Volkswagen 3S facility inaugurated June 2026,https://www.passionateinmarketing.com/savwipl-brings-volkswagen-to-sri-lanka-strengthening-its-long-term-regional-vision/,yes
"Retail, e-commerce & SMEs","Vehicle dealers, showrooms and automotive service chains",Euro Motors (Jetour),SUV dealer,Colombo,n/a (see source),"Launch brochures, spec cards, showroom signage",Jetour T2 launched Sept 2025,https://www.facebook.com/alanki.perera/posts/at-the-exclusive-launch-of-jetour-suv-in-sri-lanka-jetour-is-one-of-the-fastest-/10230929519205078/,yes
"Retail, e-commerce & SMEs","Vehicle dealers, showrooms and automotive service chains",Toyota Lanka,Car dealer,Colombo,toyota.lk,"Brochures, warranty booklets, service reminders, signage",National dealer network; ongoing demand,https://www.toyota.lk/,yes
"Retail, e-commerce & SMEs","Vehicle dealers, showrooms and automotive service chains",DIMO (Tata passenger & commercial),Vehicle dealer,Colombo,dimolanka.com,"Launch brochures, spec sheets, dealer signage",Tata Punch/Nexon/Curvv/Tiago.ev launch plus 10 new trucks,https://www.dimolanka.com/tata-motors-and-dimo-expand-mobility-leadership-in-sri-lanka-launch-10-new-trucks-buses/,yes
